artist,song,text,lyrics
George Strait,Faults And All,"Not so very long from now  
She'll be known all over town  
Cause she waits by her phone from in the car  
She says the limit is the sky  
And tonight she's flyin' high  
But I'll hang around and take her faults and all  
  
O' Yes she once was mine  
Now she's changed and she's that kind  
With a crowd she has her self a ball  
But she's not that kind of girl  
She's just hidin' from the world  
But I'll hang around and take her faults and all  
  
She's about as low as a girl can go  
She ain't got far to fall  
But when she hits the ground  
I'm gonna be around  
'Cause I want her most of all  
And when all's been said and done  
I'm gonna be the one  
Who'll hang around and take her faults and all  
  
Yeah I'll hang around and take her faults and all

","Not so very long from now  
She'll be known all over town  
Cause she waits by her phone from in the car  
She says the limit is the sky  
And tonight she's flyin' high  
But I'll hang around and take her faults and all  
  
O' Yes she once was mine  
Now she's changed and she's that kind  
With a crowd she has her self a ball  
But she's not that kind of girl  
She's just hidin' from the world  
But I'll hang around and take her faults and all  
  
She's about as low as a girl can go  
She ain't got far to fall  
But when she hits the ground  
I'm gonna be around  
'Cause I want her most of all  
And when all's been said and done  
I'm gonna be the one  
Who'll hang around and take her faults and all  
  
Yeah I'll hang around and take her faults and all"
George Strait,Fifteen Years Going Up,"15 years together  
We climbed by work and will  
From a simple two room cottage  
To a mansion on the hill  
Now there's rose in the garden  
But it's the coldest place in town  
It took 15 years, goin up  
And one night coming down  
  
15 years of heaven  
For one short night of sin  
From blue skies forever  
To an end  
From out on a mountain  
To both knees on the ground  
15 years, goin up  
And one night coming down  
  
Her dreams have all been shattered  
Her faith in my is gone  
My tears tell her I'm sorry  
But they can't write my wrong  
One night wrote my story  
How a man can lose it all  
After 15 years goin up  
It's hard to take a fall  
  
15 years of heaven  
For one short night of sin  
From blue skies forever  
To an end  
From out on a mountain  
To both knees on the ground  
15 years, goin up  
And one night coming down  
  
I've been, 15 years goin up  
And one night comin down

","15 years together  
We climbed by work and will  
From a simple two room cottage  
To a mansion on the hill  
Now there's rose in the garden  
But it's the coldest place in town  
It took 15 years, goin up  
And one night coming down  
  
15 years of heaven  
For one short night of sin  
From blue skies forever  
To an end  
From out on a mountain  
To both knees on the ground  
15 years, goin up  
And one night coming down  
  
Her dreams have all been shattered  
Her faith in my is gone  
My tears tell her I'm sorry  
But they can't write my wrong  
One night wrote my story  
How a man can lose it all  
After 15 years goin up  
It's hard to take a fall  
  
15 years of heaven  
For one short night of sin  
From blue skies forever  
To an end  
From out on a mountain  
To both knees on the ground  
15 years, goin up  
And one night coming down  
  
I've been, 15 years goin up  
And one night comin down"
George Strait,Fool Hearted Memory,"Nickels and dimes  
Memories and wines  
She's on his mind once again  
The same old fool  
The same old stool  
Played by the rules but didn't win  
There's an old love in his heart that he can't lose  
He tried forgetting but he knows that it's no use  
  
[Chorus]  
He's got a fool hearted memory  
That won't let him see  
That she walked out the door  
He's got a fool hearted memory  
He sits patiently  
Here every night so it can fool him more  
  
She was his girl  
His only whirl  
That string of pearls that slipped away  
A thousand dimes  
A thousand times  
He doesn't mind what they say  
He fills the jukebox  
And plays the same old song  
He fills his glass  
And then he turns her memory on  
  
[Chorus: x2]

","Nickels and dimes  
Memories and wines  
She's on his mind once again  
The same old fool  
The same old stool  
Played by the rules but didn't win  
There's an old love in his heart that he can't lose  
He tried forgetting but he knows that it's no use  
  
  
He's got a fool hearted memory  
That won't let him see  
That she walked out the door  
He's got a fool hearted memory  
He sits patiently  
Here every night so it can fool him more  
  
She was his girl  
His only whirl  
That string of pearls that slipped away  
A thousand dimes  
A thousand times  
He doesn't mind what they say  
He fills the jukebox  
And plays the same old song  
He fills his glass  
And then he turns her memory on"
George Strait,"For Christ's Sake, It's Christmas","Let there be not one stranger  
To away in a manger  
Let there be not one soul left untold  
Let there be not one face unknown to the face of the one  
Who will gather the foe  
  
For Christ's sake, it's Christmas  
So for Christ sake let everyone know  
They all have the choice so lift up your voice  
Make sure they know by Christmas Eve  
Pray that everyone sees that we've opened the eyes  
That were closed  
For Christ's sake it's Christmas  
And for Christ's sake let everyone know  
  
For Christ's sake, it's Christmas  
So for Christ sake let everyone know  
They all have the choice so lift up your voice  
Make sure they know by Christmas Eve  
Pray that everyone sees that we've opened the eyes  
That were closed  
For Christ's sake it's Christmas  
And for Christ's sake let everyone know

","Let there be not one stranger  
To away in a manger  
Let there be not one soul left untold  
Let there be not one face unknown to the face of the one  
Who will gather the foe  
  
For Christ's sake, it's Christmas  
So for Christ sake let everyone know  
They all have the choice so lift up your voice  
Make sure they know by Christmas Eve  
Pray that everyone sees that we've opened the eyes  
That were closed  
For Christ's sake it's Christmas  
And for Christ's sake let everyone know  
  
For Christ's sake, it's Christmas  
So for Christ sake let everyone know  
They all have the choice so lift up your voice  
Make sure they know by Christmas Eve  
Pray that everyone sees that we've opened the eyes  
That were closed  
For Christ's sake it's Christmas  
And for Christ's sake let everyone know"
George Strait,Four Down And Twelve Across,"I don't know what to think of it  
Sometimes I hate it  
Sometimes I love it  
Girl, this relationship we're in  
To say the least it's puzzlin'  
  
Like a crossword puzzle  
Fill in the blanks  
  
[Chorus]  
What's four down and twelve across  
Two letter synonym for lost That's me  
And a three letter word  
That rhymes with through  
Oh I get it, that's you  
  
Never believed in horoscopes  
But to the left of the ad  
For a new dishwashin' soap  
Dear Abby's got some good advice  
For a troubled couple lost in paradise  
  
In the Living section  
Page two  
  
What's four down and twelve across  
Two letter synonym for lost  
That's me  
And a three letter word  
That rhymes with through  
Oh, I get it  
  
That's you, that's me, that's us  
Sometimes love ain't enough  
We try and try  
For the life of me, why did we give up  
  
[Chorus]  
  
That's me  
Oh, that's us  
What's four down and twelve across That's us

","I don't know what to think of it  
Sometimes I hate it  
Sometimes I love it  
Girl, this relationship we're in  
To say the least it's puzzlin'  
  
Like a crossword puzzle  
Fill in the blanks  
  
  
What's four down and twelve across  
Two letter synonym for lost That's me  
And a three letter word  
That rhymes with through  
Oh I get it, that's you  
  
Never believed in horoscopes  
But to the left of the ad  
For a new dishwashin' soap  
Dear Abby's got some good advice  
For a troubled couple lost in paradise  
  
In the Living section  
Page two  
  
What's four down and twelve across  
Two letter synonym for lost  
That's me  
And a three letter word  
That rhymes with through  
Oh, I get it  
  
That's you, that's me, that's us  
Sometimes love ain't enough  
We try and try  
For the life of me, why did we give up  
  
  
  
That's me  
Oh, that's us  
What's four down and twelve across That's us"
George Strait,Frosty The Snowman,"Frosty the snowman was a jolly happy soul  
With a corn cop pipe and a button nose  
And two eyes made out of coal  
  
Frosty the snowman is a fairy tale they say  
He was made out of snow  
But the children know how he came to life one day  
There must of been some magic in  
That ol' silk cap they found  
For when they placed it on his head  
He began to dance around  
  
Frosty the snowman was alive as he could be  
And the children say he could laugh and play  
Just the same as you and me  
  
Frosty the snowman knew the snow was hot that day  
So he said lets run and have some fun before I melt away  
Down to the village with a broom stick in his hand  
Runnin' here and there all around the square  
Sayin' catch me if you can  
  
He led them down the streets of town  
Right to the traffic cop  
And he only paused a moment when he heard him holler stop  
  
Frosty the snowman  
Had to hurry on his way  
But he waved goodbye sayin' please don't cry  
I'll be back again some day

","Frosty the snowman was a jolly happy soul  
With a corn cop pipe and a button nose  
And two eyes made out of coal  
  
Frosty the snowman is a fairy tale they say  
He was made out of snow  
But the children know how he came to life one day  
There must of been some magic in  
That ol' silk cap they found  
For when they placed it on his head  
He began to dance around  
  
Frosty the snowman was alive as he could be  
And the children say he could laugh and play  
Just the same as you and me  
  
Frosty the snowman knew the snow was hot that day  
So he said lets run and have some fun before I melt away  
Down to the village with a broom stick in his hand  
Runnin' here and there all around the square  
Sayin' catch me if you can  
  
He led them down the streets of town  
Right to the traffic cop  
And he only paused a moment when he heard him holler stop  
  
Frosty the snowman  
Had to hurry on his way  
But he waved goodbye sayin' please don't cry  
I'll be back again some day"
George Strait,Give It All We Got Tonight,"July moonlight shines  
Your pretty little head on my shoulder  
Pull over on the side of the road  
Oh my God, you're something  
Like nothing I've ever seen  
If I'm asleep girl, let me dream  
  
Baby fall into my kiss  
It should just happen like this  
Trust it so much that there's no one else but us and  
This moment that says it's so right  
'Cause that's all we have in this life  
Drink up this love, baby, give it all we got tonight  
  
Summer honeysuckle  
Leaking through a rolled down window  
We both know when that seat lays back  
Anything can happen  
So imagine it'll never end  
Just close your eyes and you can see that we are where we're meant to be  
  
Baby fall into my kiss  
It should just happen like this  
Trust it so much that there's no one else but us and  
This moment that says it's so right  
'Cause that's all we have in this life  
Baby, drink up this love, give it all we got tonight  
Give it all we got tonight  
  
Baby fall into my kiss  
It should just happen like this  
Trust it so much that there's no one else but us and  
This moment that says it's so right  
'Cause that's all we have in this life  
Drink up this love, c'mon, give it all we got tonight  
Give it all we got tonight

","July moonlight shines  
Your pretty little head on my shoulder  
Pull over on the side of the road  
Oh my God, you're something  
Like nothing I've ever seen  
If I'm asleep girl, let me dream  
  
Baby fall into my kiss  
It should just happen like this  
Trust it so much that there's no one else but us and  
This moment that says it's so right  
'Cause that's all we have in this life  
Drink up this love, baby, give it all we got tonight  
  
Summer honeysuckle  
Leaking through a rolled down window  
We both know when that seat lays back  
Anything can happen  
So imagine it'll never end  
Just close your eyes and you can see that we are where we're meant to be  
  
Baby fall into my kiss  
It should just happen like this  
Trust it so much that there's no one else but us and  
This moment that says it's so right  
'Cause that's all we have in this life  
Baby, drink up this love, give it all we got tonight  
Give it all we got tonight  
  
Baby fall into my kiss  
It should just happen like this  
Trust it so much that there's no one else but us and  
This moment that says it's so right  
'Cause that's all we have in this life  
Drink up this love, c'mon, give it all we got tonight  
Give it all we got tonight"
George Strait,Give It Away,"She was stormin' through the house that day  
And I could tell she was leavin'  
And I thought, 'aw, she'll be back.'  
Until we turned around and pointed at the wall and said  
  
That picture from out honeymoon  
That night in 'Frisco Bay  
Just give it away  
She said give it away  
  
That big four poster king sized bed  
Where so much love was made  
Just give it away  
She said just give it away  
  
[Chorus]  
Just give it away  
There ain't nothing in this house worth fightin' over  
Oh, we're both tired of fightin' anyway  
Just give it away  
  
Oh, I tried to move on  
But I found that each woman I held  
Just reminded me of that day  
  
When that front door swung wide open  
She flung her diamond ring  
Said, give it away  
Just give it away  
  
And I said, now honey  
Don't you even want your half of everything  
She said give it away  
Just give it away  
  
[Chorus]  
  
So, I'm still right here where she left me  
Along with all the other things that she don't care about anymore  
Hmm  
  
Like that picture from our honeymoon  
That night in 'Frisco Bay  
She said give it away  
Well, I can't give it away  
That big four poster king sized bed  
Where all our love was made  
She said give it away  
Well, I can't give it away  
  
I've got furnished house  
A diamond ring  
And a lonely, broken heart  
Full of love  
And I can't even give it away

","She was stormin' through the house that day  
And I could tell she was leavin'  
And I thought, 'aw, she'll be back.'  
Until we turned around and pointed at the wall and said  
  
That picture from out honeymoon  
That night in 'Frisco Bay  
Just give it away  
She said give it away  
  
That big four poster king sized bed  
Where so much love was made  
Just give it away  
She said just give it away  
  
  
Just give it away  
There ain't nothing in this house worth fightin' over  
Oh, we're both tired of fightin' anyway  
Just give it away  
  
Oh, I tried to move on  
But I found that each woman I held  
Just reminded me of that day  
  
When that front door swung wide open  
She flung her diamond ring  
Said, give it away  
Just give it away  
  
And I said, now honey  
Don't you even want your half of everything  
She said give it away  
Just give it away  
  
  
  
So, I'm still right here where she left me  
Along with all the other things that she don't care about anymore  
Hmm  
  
Like that picture from our honeymoon  
That night in 'Frisco Bay  
She said give it away  
Well, I can't give it away  
That big four poster king sized bed  
Where all our love was made  
She said give it away  
Well, I can't give it away  
  
I've got furnished house  
A diamond ring  
And a lonely, broken heart  
Full of love  
And I can't even give it away"
George Strait,Give Me More Time,"A banker and a farmer discuss the bottom line,  
It ain't rained and all the crops are dying on the vine.  
Give me more time.  
You gotta give me more time.  
That farm's been in my family going on a hundred years.  
We've pulled through hard times before with blood sweat and tears.  
Give me more time,  
I need more time.  
Oh, what would he give for a little more time?  
  
Two lovers at a table candlelight and wine,  
One's looking for an answer the other one can't find.  
Give me more time, You gotta give me more time.  
She says ""You know I love you but my heart's in a bind,  
Afraid you?re gonna leave me if I don't make up my mind.""  
Give me more time, I gotta have more time.  
Some have barely any, some too much on their hands.  
Some would give anything to have it back again.  
  
A patient and his doctor meet behind closed doors,  
You kidding me? How could this be, I'm only 24. Give me more time,  
You gotta give me more time, give me more time.

","A banker and a farmer discuss the bottom line,  
It ain't rained and all the crops are dying on the vine.  
Give me more time.  
You gotta give me more time.  
That farm's been in my family going on a hundred years.  
We've pulled through hard times before with blood sweat and tears.  
Give me more time,  
I need more time.  
Oh, what would he give for a little more time?  
  
Two lovers at a table candlelight and wine,  
One's looking for an answer the other one can't find.  
Give me more time, You gotta give me more time.  
She says ""You know I love you but my heart's in a bind,  
Afraid you?re gonna leave me if I don't make up my mind.""  
Give me more time, I gotta have more time.  
Some have barely any, some too much on their hands.  
Some would give anything to have it back again.  
  
A patient and his doctor meet behind closed doors,  
You kidding me? How could this be, I'm only 24. Give me more time,  
You gotta give me more time, give me more time."
George Strait,Go On,"I'm so sorry, I keep interrupting  
What were you gonna say  
You caught him cheating, I don't blame you  
For walking away  
I know where you're coming from, it sounds like where I've been  
Oh there I go interrupting your story once again.  
  
Go on, go on  
You were saying how a fool can only fool you so long.  
It's true, it's so true  
When they do you like that, what else can you do  
But go on  
  
Our conversation won't change nothing,  
But it's sure nice to talk  
With somebody whose been cut of  
The same old cloth  
You know how you said happiness can't be found looking back  
If you don't mind maybe we can talk a little more about that.  
  
Go on, go on  
You were saying this is better than sitting at home.  
It's true, it's so true  
When they do you like that, what else can you do  
But go on  
  
Even when you see no reason to  
Don't wait to live life cause it won't wait for you.  
  
Go on, please go on  
You were saying what don't kill us only makes us strong  
It's true, that's so true  
When they do you like that what else can you do  
But go on,  
Just go on,  
Life goes on,  
And on.

","I'm so sorry, I keep interrupting  
What were you gonna say  
You caught him cheating, I don't blame you  
For walking away  
I know where you're coming from, it sounds like where I've been  
Oh there I go interrupting your story once again.  
  
Go on, go on  
You were saying how a fool can only fool you so long.  
It's true, it's so true  
When they do you like that, what else can you do  
But go on  
  
Our conversation won't change nothing,  
But it's sure nice to talk  
With somebody whose been cut of  
The same old cloth  
You know how you said happiness can't be found looking back  
If you don't mind maybe we can talk a little more about that.  
  
Go on, go on  
You were saying this is better than sitting at home.  
It's true, it's so true  
When they do you like that, what else can you do  
But go on  
  
Even when you see no reason to  
Don't wait to live life cause it won't wait for you.  
  
Go on, please go on  
You were saying what don't kill us only makes us strong  
It's true, that's so true  
When they do you like that what else can you do  
But go on,  
Just go on,  
Life goes on,  
And on."
George Strait,Heartland,"When you hear twin fiddles and a steel guitar  
You're listenin' to the sound of the American heart  
And opry music on a Saturday night  
Brings a smile to your face and a tear to your eye  
  
[Chorus: x2]  
Sing a song about the Heartland  
The only place I feel at home  
Sing about the way a good man  
Works until the daylight's gone  
Sing the rain on the roof on a summer night  
Where they still know wrong from right  
Sing a song about the Heartland  
Sing a song about my life

","When you hear twin fiddles and a steel guitar  
You're listenin' to the sound of the American heart  
And opry music on a Saturday night  
Brings a smile to your face and a tear to your eye  
  
  
Sing a song about the Heartland  
The only place I feel at home  
Sing about the way a good man  
Works until the daylight's gone  
Sing the rain on the roof on a summer night  
Where they still know wrong from right  
Sing a song about the Heartland  
Sing a song about my life"
George Strait,Heaven Must Be Wondering Where You Are,"Some where up there beyond the blue  
Surely by now somebody's missin' you  
I found the angel they must be lookin' for  
Heaven must be wondering where you are  
  
When I look into your eye's  
It's so plain to see  
Nothin' here on earth describes what you mean to me  
Out of this world when I hold you in my arms  
Heaven must be wondering where you are  
  
Lucky me to be the one to find  
Someone like you this side of paradise  
I know how lost I'd be without here sweetheart  
Heaven must be wondering where you are  
  
Some where up there beyond the blue  
Surely by now somebody's missin' you  
I found the angel they must be lookin' for  
Heaven must be wondering where you are  
  
I found the angel they must be lookin' for  
Heaven must be wondering where you are

","Some where up there beyond the blue  
Surely by now somebody's missin' you  
I found the angel they must be lookin' for  
Heaven must be wondering where you are  
  
When I look into your eye's  
It's so plain to see  
Nothin' here on earth describes what you mean to me  
Out of this world when I hold you in my arms  
Heaven must be wondering where you are  
  
Lucky me to be the one to find  
Someone like you this side of paradise  
I know how lost I'd be without here sweetheart  
Heaven must be wondering where you are  
  
Some where up there beyond the blue  
Surely by now somebody's missin' you  
I found the angel they must be lookin' for  
Heaven must be wondering where you are  
  
I found the angel they must be lookin' for  
Heaven must be wondering where you are"
George Strait,Holding My Own,"There are people who don't know me  
Who must think I've got it made  
From all outward appearances  
I guess it looks that way  
I've got good friends and family  
They let me know they care  
I got a job to keep me going  
And a car to get me there  
  
I'm holding my own  
But I'd rather be holding you  
I can make it alone  
But not like I made it with you  
Without you here  
This house just ain't no home  
How long can I go on holding my own  
  
There's brand new show that's playing  
At the movies down the street  
I'll probably go there after work  
Then stop somewhere to eat  
I've got cable on my TV  
And I'll leave her on all night  
While I dose off to sleep  
And dream that I'm alright  
  
I'm holding my own  
But I'd rather be holding you  
I can make it alone  
But not like I made it with you  
Without you here  
This house just ain't no home  
How long can I go on holding my own  
  
How long can I go on holding my own

","There are people who don't know me  
Who must think I've got it made  
From all outward appearances  
I guess it looks that way  
I've got good friends and family  
They let me know they care  
I got a job to keep me going  
And a car to get me there  
  
I'm holding my own  
But I'd rather be holding you  
I can make it alone  
But not like I made it with you  
Without you here  
This house just ain't no home  
How long can I go on holding my own  
  
There's brand new show that's playing  
At the movies down the street  
I'll probably go there after work  
Then stop somewhere to eat  
I've got cable on my TV  
And I'll leave her on all night  
While I dose off to sleep  
And dream that I'm alright  
  
I'm holding my own  
But I'd rather be holding you  
I can make it alone  
But not like I made it with you  
Without you here  
This house just ain't no home  
How long can I go on holding my own  
  
How long can I go on holding my own"
George Strait,Home In San Antone,"Haven't got a worry  
Haven't got a care  
I haven't got a thing to call my own  
Though I'm out of money  
  
'm a millionaire  
I still have my home in san antone  
When I greet my neighbor with a ""hi why'all""  
I'm wealthy as a king upon a throne  
  
You can have your mansion or your cottage small  
I'll just take my home in san antone  
  
Traveling around the country  
On my merry way  
I've been to crowds and felt I was alone  
But when I feel like braggin'  
I just up and say  
I'm a native son of san antone  
  
There's a sweet somebody by the alamo  
Someday she's going to be my very own  
And we'll buy a high chair in a year or so  
For our little home in san antone

","Haven't got a worry  
Haven't got a care  
I haven't got a thing to call my own  
Though I'm out of money  
  
'm a millionaire  
I still have my home in san antone  
When I greet my neighbor with a ""hi why'all""  
I'm wealthy as a king upon a throne  
  
You can have your mansion or your cottage small  
I'll just take my home in san antone  
  
Traveling around the country  
On my merry way  
I've been to crowds and felt I was alone  
But when I feel like braggin'  
I just up and say  
I'm a native son of san antone  
  
There's a sweet somebody by the alamo  
Someday she's going to be my very own  
And we'll buy a high chair in a year or so  
For our little home in san antone"
George Strait,Honky Tonk Crazy,"There's a hundred dollar bill on the table  
To get me through the night  
Got a tight blue jean honky tonk queen  
To hold me tight and the cowboy bands in mission  
Of Texas waltz  
It's music to my ears and a need to hear  
To keep me from climbing the wall  
  
Cause tonight I'll be honky tonk crazy  
Rip roaring wild, one more time  
Tonight I'll be, honky tonk crazy  
Let the whiskey whisk her out of my mind  
Let the whiskey whisk her out of my mind  
  
Got all my friends around me  
Telling the latest jokes  
They can't see the joke's on me  
I'm at the end of my rope  
So i step out side and drink one  
In the driving rain  
That's all right if i'm high tonight  
Cause she's already drove me insane.  
  
Cause tonight I'll be honky tonk crazy  
Rip roaring wild, one more time  
Tonight I'll be, honky tonk crazy  
Let the whiskey whisk her out of my mind  
Let the whiskey whisk her out of my mind  
Oh, let the whiskey whisk her out of my mind

","There's a hundred dollar bill on the table  
To get me through the night  
Got a tight blue jean honky tonk queen  
To hold me tight and the cowboy bands in mission  
Of Texas waltz  
It's music to my ears and a need to hear  
To keep me from climbing the wall  
  
Cause tonight I'll be honky tonk crazy  
Rip roaring wild, one more time  
Tonight I'll be, honky tonk crazy  
Let the whiskey whisk her out of my mind  
Let the whiskey whisk her out of my mind  
  
Got all my friends around me  
Telling the latest jokes  
They can't see the joke's on me  
I'm at the end of my rope  
So i step out side and drink one  
In the driving rain  
That's all right if i'm high tonight  
Cause she's already drove me insane.  
  
Cause tonight I'll be honky tonk crazy  
Rip roaring wild, one more time  
Tonight I'll be, honky tonk crazy  
Let the whiskey whisk her out of my mind  
Let the whiskey whisk her out of my mind  
Oh, let the whiskey whisk her out of my mind"
George Strait,Honky Tonk Downstairs,"Well, it won't be long now  
Til that 'ol sun goes down  
And darkness helps me hide my shameful tears  
My wife works all night long  
For a man who's halfway gone  
She's the barmaid in the honky-tonk downstairs  
  
It's a shame she wears the name  
Of a man who's locked and chained  
To a bottle that's destroyin' all hopes and cares  
To the men with hungry eyes  
She works and hides her pride  
She's the barmaid in the honky-tonk downstairs  
  
It's a shame she wears the name  
Of a man who's locked and chained  
To a bottle that's destroyin' all hopes and cares  
To the men with hungry eyes  
She works and hides her pride  
She's the barmaid in the honky-tonk downstairs

","Well, it won't be long now  
Til that 'ol sun goes down  
And darkness helps me hide my shameful tears  
My wife works all night long  
For a man who's halfway gone  
She's the barmaid in the honky-tonk downstairs  
  
It's a shame she wears the name  
Of a man who's locked and chained  
To a bottle that's destroyin' all hopes and cares  
To the men with hungry eyes  
She works and hides her pride  
She's the barmaid in the honky-tonk downstairs  
  
It's a shame she wears the name  
Of a man who's locked and chained  
To a bottle that's destroyin' all hopes and cares  
To the men with hungry eyes  
She works and hides her pride  
She's the barmaid in the honky-tonk downstairs"
George Strait,Honky Tonk Saturday Night,"Angels and devils share the same tables  
And that's not so wrong if you get it done right.  
Halos and horns lock up on the dance floor  
On a honkytonk Saturday night.  
  
It's a honkytonk Saturday night,  
It's not who is who, it's who will or who might.  
With luck she'll turn on 'fore they turn out the lights  
On a honkytonk Saturday night.  
  
I played the jukebox, I played some merle haggard,  
Me and the waitress think he's outta' sight.  
Then some folks got thirsty while we were dancin'  
On a honkytonk Saturday night.  
  
It's a honkytonk Saturday night,  
It's not who is who, it's who will or who might.  
With luck I'll turn her on 'fore they turn out the lights  
On a honkytonk Saturday night.  
  
With luck I'll take her home 'fore they turn out the lights  
On a honkytonk Saturday night.

","Angels and devils share the same tables  
And that's not so wrong if you get it done right.  
Halos and horns lock up on the dance floor  
On a honkytonk Saturday night.  
  
It's a honkytonk Saturday night,  
It's not who is who, it's who will or who might.  
With luck she'll turn on 'fore they turn out the lights  
On a honkytonk Saturday night.  
  
I played the jukebox, I played some merle haggard,  
Me and the waitress think he's outta' sight.  
Then some folks got thirsty while we were dancin'  
On a honkytonk Saturday night.  
  
It's a honkytonk Saturday night,  
It's not who is who, it's who will or who might.  
With luck I'll turn her on 'fore they turn out the lights  
On a honkytonk Saturday night.  
  
With luck I'll take her home 'fore they turn out the lights  
On a honkytonk Saturday night."
George Strait,House Of Cash,"Well the House of Cash just burned down  
All the way to the cold hard ground  
The doctors came from all over town  
To see the memories scattered all around  
  
Then the stars came out by the light of day  
And they heard their old friend passed away  
That yard looked like a funeral hall  
Without the pies and casseroles  
  
[Chorus:]  
Well, its goodbye Johnny goodbye June  
Goodbye fancy living room  
Well no one sleeps in Cash's bed  
Except the man in black and the woman he wed  
And the ring of fire comes full circle  
And the ring of fire comes all the way around  
  
And if those ashes in the pool could talk  
To the anchor man out on the walk  
I'd bet they'd be happy to announce  
There'll be no yard sale now  
  
[Chorus]  
  
And the ring of fire comes full circle  
And the ring of fire comes all the way around

","Well the House of Cash just burned down  
All the way to the cold hard ground  
The doctors came from all over town  
To see the memories scattered all around  
  
Then the stars came out by the light of day  
And they heard their old friend passed away  
That yard looked like a funeral hall  
Without the pies and casseroles  
  
  
Well, its goodbye Johnny goodbye June  
Goodbye fancy living room  
Well no one sleeps in Cash's bed  
Except the man in black and the woman he wed  
And the ring of fire comes full circle  
And the ring of fire comes all the way around  
  
And if those ashes in the pool could talk  
To the anchor man out on the walk  
I'd bet they'd be happy to announce  
There'll be no yard sale now  
  
  
  
And the ring of fire comes full circle  
And the ring of fire comes all the way around"
George Strait,I Can't See Texas From Here,"come and go as I please.  
From down here, up North and inbetween,  
But baby it's a shame 'cause I always feel the same  
When I can't see Texas from here.  
  
[Chorus:]  
I can't see Texas from here.  
No matter how I try, it makes me want to cry.  
So if you see me lookin' down,  
I'm tryin' not to show this frown  
'Cause I can't see Texas from here.  
  
I can't say I don't like Tennessee.  
The people here have all been good to me.  
So please don't take offense if I start to get intense  
Just 'cause I can't see Texas from here.  
  
[Chorus: x2]  
  
'Cause I can't see Texas, I can't see Texas,  
I can't see Texas from here.

","come and go as I please.  
From down here, up North and inbetween,  
But baby it's a shame 'cause I always feel the same  
When I can't see Texas from here.  
  
  
I can't see Texas from here.  
No matter how I try, it makes me want to cry.  
So if you see me lookin' down,  
I'm tryin' not to show this frown  
'Cause I can't see Texas from here.  
  
I can't say I don't like Tennessee.  
The people here have all been good to me.  
So please don't take offense if I start to get intense  
Just 'cause I can't see Texas from here.  
  
  
  
'Cause I can't see Texas, I can't see Texas,  
I can't see Texas from here."
George Strait,I Cross My Heart,"Our love is unconditional  
We knew it from the start  
I can see it in your eyes  
You can feel it from my heart  
  
From here on after  
Let's stay the way we are right now  
And share all the love and laughter  
That a lifetime will allow.  
  
[Chorus]  
I cross my heart  
And promise to  
Give all I've got to give  
To make all your dreams come true  
In all the world  
You'll never find  
A love as true as mine  
  
You will always be the miracle  
That makes my life complete  
And as long as there's a breath in me  
I'll make yours just as sweet  
  
As we look into the future  
It's as far as we can see  
So let's make each tomorrow  
Be the best that it can be  
  
[Chorus]  
  
And if along the way we find a day  
It starts to storm  
You've got the promise of my love  
To keep you warm  
  
In all the world  
You'll never find  
A love as true as mine  
A love as true as mine

","Our love is unconditional  
We knew it from the start  
I can see it in your eyes  
You can feel it from my heart  
  
From here on after  
Let's stay the way we are right now  
And share all the love and laughter  
That a lifetime will allow.  
  
  
I cross my heart  
And promise to  
Give all I've got to give  
To make all your dreams come true  
In all the world  
You'll never find  
A love as true as mine  
  
You will always be the miracle  
That makes my life complete  
And as long as there's a breath in me  
I'll make yours just as sweet  
  
As we look into the future  
It's as far as we can see  
So let's make each tomorrow  
Be the best that it can be  
  
  
  
And if along the way we find a day  
It starts to storm  
You've got the promise of my love  
To keep you warm  
  
In all the world  
You'll never find  
A love as true as mine  
A love as true as mine"
George Strait,I Found Jesus On The Jailhouse Floor,"There once was a time when I was dead inside  
I cussed the Lord for the day I was born  
And prayed to the Devil to die  
Just when I thought the Devil had won  
Someone opened up the door  
The King of kings  
Lord of lords  
I found Jesus on the jailhouse floor  
  
[Chorus]  
Now, he broke the chains that bound me, and now I'm free  
Today I'm right where Mama  
Prayed I'd be  
I'm down on my knees  
Now I believe  
What Mama knew for sure  
He's King of kings  
Lord of lords  
I found Jesus on the jailhouse floor  
  
Now, if you're in trouble friend, let me tell you what to do  
I'll tell you what he's done for me  
And I know what he'll do for you  
It makes no difference what you've done  
You've a friend in the One that I adore  
The King of kings  
Lord of lords  
I found Jesus on the jailhouse floor  
  
[Chorus]  
  
He's King of kings  
Lord of lords  
I found Jesus on the jailhouse floor

","There once was a time when I was dead inside  
I cussed the Lord for the day I was born  
And prayed to the Devil to die  
Just when I thought the Devil had won  
Someone opened up the door  
The King of kings  
Lord of lords  
I found Jesus on the jailhouse floor  
  
  
Now, he broke the chains that bound me, and now I'm free  
Today I'm right where Mama  
Prayed I'd be  
I'm down on my knees  
Now I believe  
What Mama knew for sure  
He's King of kings  
Lord of lords  
I found Jesus on the jailhouse floor  
  
Now, if you're in trouble friend, let me tell you what to do  
I'll tell you what he's done for me  
And I know what he'll do for you  
It makes no difference what you've done  
You've a friend in the One that I adore  
The King of kings  
Lord of lords  
I found Jesus on the jailhouse floor  
  
  
  
He's King of kings  
Lord of lords  
I found Jesus on the jailhouse floor"
