Lyric,label,clean_lyrics
bad blood cause baby now we've got bad blood you know it used to be mad love so take a look what you've done cause baby now we've got bad blood hey now we've got problems and i don't think we can solve 'em you made a really deep cut and baby now we've got bad blood hey   bad blood did you have to do this i was thinking that you could be trusted did you have to ruin what was shiny now it's all rusted did you have to hit me where i'm weak baby i couldn't breathe and rub it in so deep salt in the wound like you're laughing right at me  pre bad blood oh it's so sad to think about the good times you and i   bad blood cause baby now we've got bad blood you know it used to be mad love so take a look what you've done cause baby now we've got bad blood hey now we've got problems and i don't think we can solve 'em you made a really deep cut and baby now we've got bad blood hey   bad blood did you think we'd be fine still got scars in my back from your knives so don't think it's in the past these kind of wounds they last and they last now did you think it all through all these things will catch up to you and time can heal but this won't so if you come in my way just don't  pre bad blood oh it's so sad to think about the good times you and i   bad blood cause baby now we've got bad blood you know it used to be mad love so take a look what you've done cause baby now we've got bad blood hey now we've got problems and i don't think we can solve 'em you made a really deep cut and baby now we've got bad blood   should've said no you should've said no you should've gone home you should've thought twice 'fore you let it all go you should've know that word 'bout what you did with her get back to me bad blood and i should've been there in the back of your mind i shouldn't be asking myself why you shouldn't be begging for forgiveness at my feet you should've said no baby and you might still have me   bad blood bandaids don't fix bullet holes you say sorry just for show you live like that you live with ghosts bandaids don't fix bullet holes you say sorry just for show if you live like that you live with ghosts if you love like that blood runs cold   bad blood cause baby now we've got bad blood you know it used to be mad love so take a look what you've done cause baby now we've got bad blood hey now we've got problems and i don't think we can solve 'em you made a really deep cut and baby now we've got bad blood hey   bad blood cause baby now we've got bad blood you know it used to be mad love so take a look what you've done cause baby now we've got bad blood hey now we've got problems and i don't think we can solve 'em you made a really deep cut and baby now we've got bad blood hey,Taylor Swift,bad blood cause baby get bad blood know mad love look cause baby get bad blood hey get problem think solve them deep cut baby get bad blood hey    bad blood think trust ruin shiny rusted hit weak baby breathe rub deep salt wound like laugh right   pre bad blood oh sad think good time    bad blood cause baby get bad blood know mad love look cause baby get bad blood hey get problem think solve them deep cut baby get bad blood hey    bad blood think fine get scar knife think past kind wound think thing catch time heal will come way   pre bad blood oh sad think good time    bad blood cause baby get bad blood know mad love look cause baby get bad blood hey get problem think solve them deep cut baby get bad blood    say say go home think twice fore let know word 'bout bad blood mind ask beg forgiveness foot say baby    bad blood bandaid fix bullet hole sorry live like live ghost bandaid fix bullet hole sorry live like live ghost love like blood run cold    bad blood cause baby get bad blood know mad love look cause baby get bad blood hey get problem think solve them deep cut baby get bad blood hey    bad blood cause baby get bad blood know mad love look cause baby get bad blood hey get problem think solve them deep cut baby get bad blood hey
all this time i was wasting hoping you would come around i've been giving out chances every time and all you do is let me down and it's taken me this long baby but i've figured you out and you're thinking we'll be fine again but not this time around   you don't have to call anymore i won't pick up the phone this is the last straw don't wanna hurt anymore and you can tell me that you're sorry but i don't believe you baby like i did before you're not sorry no no no no   you're looking so innocent i might believe you if i didn't know could've loved you all my life if you hadn't left me waiting in the cold and you've got your share of secrets and i'm tired of being last to know and now you're asking me to listen 'cause it's worked each time before   but you don't have to call anymore i won't pick up the phone this is the last straw don't wanna hurt anymore and you can tell me that you're sorry but i don't believe you baby like i did before you're not sorry no no no no you're not sorry no no no no   you had me crawling for you honey and it never would have gone away no you used to shine so bright but i watched all of it fade   so you don't have to call anymore i won't pick up the phone this is the last straw there's nothing left to beg for and you can tell me that you're sorry but i don't believe you baby like i did before you're not sorry no no no no you're not sorry no no no no no no no,Taylor Swift,time waste hope come give chance time let take long baby figure think fine time    anymore will pick phone straw wanna hurt anymore tell sorry believe baby like sorry    look innocent believe know love life leave wait cold get share secret tired know ask listen 'cause work time    anymore will pick phone straw wanna hurt anymore tell sorry believe baby like sorry sorry    crawl honey go away shine bright watch fade    anymore will pick phone straw leave beg tell sorry believe baby like sorry sorry
what if ribbons and bows didn't mean a thing would the song still survive without five golden rings would you still wanna kiss without mistletoe what would happen if god never let it snow what would happen if christmas carols told a lie tell me what would you find   you'd see that today holds something special something holy not superficial so here's to the birthday boy who saved our lives it's something we all try to ignore and put a wreath up on your door so here's something you should know that is for sure christmas must be something more   what if angels did not pay attention to all the things that we wished they would always do what if happiness came in a cardboard box then i think there is something we all forgot what would happen if presents all went away tell me what would you find   you'd see that today holds something special something holy not superficial so here's to the birthday boy who saved our lives it's something we all try to ignore and put a wreath up on your door so here's something you should know that is for sure christmas must be something more   we get so caught up in all of it business and relationships hundredmileanhour lives and it's this time of year and everybody's here it seems the last thing on your mind   is that the day holds something special something holy not superficial so here's to jesus christ who saved our lives it's something we all try to ignore and put a wreath up on your door but here's something you should know that is for sure christmas must be something christmas must be something christmas must be something more   there's gotta be more there's gotta be more,Taylor Swift,ribbon bow mean thing song survive golden ring wanna kiss mistletoe happen god let snow happen christmas carol tell lie tell find    today hold special holy superficial birthday boy save life try ignore wreath door know sure christmas    angel pay attention thing wish happiness come cardboard box think forget happen present go away tell find    today hold special holy superficial birthday boy save life try ignore wreath door know sure christmas    catch business relationship hundredmileanhour life time year everybody thing mind    day hold special holy superficial jesus christ save life try ignore wreath door know sure christmas christma christma    get to get to
she said i was seven and you were nine i looked at you like the stars that shined in the sky the pretty lights and our daddies used to joke about the two of us growing up and falling in love and our mamas smiled and rolled their eyes and said oh my my my    take me back to the house in the backyard tree said you'd beat me up you were bigger than me you never did you never did take me back when our world was one block wide i dared you to kiss me and ran when you tried just two kids you and i oh my my my my   well i was sixteen when suddenly i wasn't that little girl you used to see but your eyes still shined like pretty lights and our daddies used to joke about the two of us they never believed we'd really fall in love and our mamas smiled and rolled their eyes and said oh my my my    take me back to the creek beds we turned up two am riding in your truck and all i need is you next to me take me back to the time we had our very first fight the slamming of doors instead of kissing goodnight you stayed outside till the morning light oh my my my my   a few years had gone and come around we were sitting at our favorite spot in town and you looked at me got down on one knee    take me back to the time when we walked down the aisle our whole town came and our mamas cried you said i do and i did too take me home where we met so many years before we'll rock our babies on that very front porch after all this time you and i   i'll be eightyseven you'll be eightynine i'll still look at you like the stars that shine in the sky oh my my my,Taylor Swift,say look like star shine sky pretty light daddy joke grow fall love mama smile roll eye say oh     house backyard tree say beat big world block wide dare kiss run try kid oh    suddenly little girl eye shine like pretty light daddy joke believe fall love mama smile roll eye say oh     creek bed turn ride truck need time fight slamming door instead kiss goodnight stay outside till morning light oh    year go come sit favorite spot town look get knee     time walk aisle town come mama cry say home meet year rock baby porch time    eightyseven eightynine look like star shine sky oh
lyrics for this song have yet to be released please check back once the song has been released,Taylor Swift,lyric song release check song release
all is quiet in the world tonight catching stars and fireflies the summer sings a lullaby with just me and my baby on the hood of his daddy's car pass around his old  bet mama's wondering where we are it's just me and my baby the world is spinning round cause look just what i've found   ooh life's so sweet right here ooh keeping it young and crazy ooh just want to stay right here cause nothing's quite like being with my baby   driving home by the river side wishing i could slow down time taking pictures in my mind both me and my baby the car pulls up and i'm home too late we didn't take that interstate back roads was a better way for me and my baby the closer that we get oh i can't leave yet   ooh life's so sweet right here ooh keeping it young and crazy ooh just want to stay right here cause nothing's quite like being with my baby   look at what we've found so turn that car around   ooh life's so sweet right here ooh keeping it young and crazy ooh just want to stay right here ooh hanging with my baby hanging with my baby my baby,Taylor Swift,quiet world tonight catch star firefly summer sing lullaby baby hood daddy car pass old   bet mama wonder baby world spin round cause look find    ooh life sweet right ooh keep young crazy ooh want stay right cause like baby    drive home river wish slow time take picture mind baby car pull home late interstate road well way baby close oh leave    ooh life sweet right ooh keep young crazy ooh want stay right cause like baby    look find turn car    ooh life sweet right ooh keep young crazy ooh want stay right ooh hang baby hang baby baby
taylor swift we could leave the christmas lights up 'til january and this is our place we make the rules and there's a dazzling haze a mysterious way about you dear have i known you 0 seconds or 0 years   taylor swift can i go where you go can we always be this close forever and ever ah take me out and take me home you're my my my my lover   shawn mendes with taylor swift we could light a bunch of candles and dance around the kitchen baby pictures of when we were young would hang on the wall we would sit on the stoop i'll sing love songs to you when we're eighty see i finally got you now honey i won't let you fall   taylor swift  shawn mendes shawn mendes can i go where you go can we always be this close forever and ever ah take me out and take me home forever and ever you're my my my my lover   taylor swift shawn mendes  both ladies and gentlemen will you please stand with every  string scar on my hand i take this magnetic force of a man to be my lover look in my eyes they will tell you the truth the girl in my story has always been you i'd go down with the titanic it's true for you lover and you'll save all your dirtiest jokes for me and at every table i'll save you a seat lover save you a seat   taylor swift  shawn mendes shawn mendes  taylor swift can i go where you go can i go where you go baby can we always be this close forever and ever ah take me out and take me home forever and ever you're my my my my oh you're my my my my darling you're my my my my lover,Taylor Swift,taylor swift leave christmas light til january place     rule   dazzling haze mysterious way   dear know second year    taylor swift close forever ah home lover    shawn mende taylor swift light bunch candle dance kitchen baby picture young hang wall sit stoop sing love song finally get honey will let fall    taylor swift   shawn mende shawn mende close forever ah home forever lover    taylor swift shawn mende   lady gentleman stand   string scar hand magnetic force man lover look eye tell truth girl story titanic true lover save dirty joke table save seat lover save seat    taylor swift   shawn mende shawn mendes   taylor swift baby close forever ah home forever oh darling lover
8009 upload welcome video dear lover i can't talk to you when you're like this taylor swift  lover benjamin francis leftwich  4am in london dixie chicks  easy silence dermot kennedy  outnumbered lykke li  bad woman jimmy eat world  for me this is heaven lana del rey  looking for america donna lewis  i love you always forever nicki minaj  come see about me blondie  maria taylor swift  you need to calm down clairo  alewife phil collins  can't stop loving you annie lennox  no more 'i love you's' taylor swift  the archer liz phair  why can't i okay kaya  believe james blake  into the red kesha  past lives taylor swift  me feat brendon urie,Taylor Swift,upload welcome video dear lover talk like taylor swift   lover benjamin   francis leftwich   london dixie chick   easy   silence dermot kennedy   outnumber lykke li   bad woman jimmy eat world   heaven lana del rey   look america donna lewis   love forever nicki minaj   come blondie   maria taylor swift   need calm clairo   alewife phil collins   stop love annie lennox   love taylor swift   archer liz phair   okay kaya   believe james blake   red kesha   past live taylor swift   feat brendon urie
she can't see the way your eyes light up when you smile she'll never notice how you stop and stare whenever she walks by  pre and you can't see me wanting you the way you want her but you are everything to me   and i just wanna show you she don't even know you she's never gonna love you like i want to and you just see right through me but if you only knew me we could be a beautiful miracle unbelievable instead of just invisible   there's a fire inside of you that can't help but shine through she's never gonna see the light no matter what you do  pre and all i think about is how to make you think of me and everything that we could be   i just wanna show you she don't even know you she's never gonna love you like i want to and you just see right through me if you only knew me we could be a beautiful miracle unbelievable instead of just invisible   like shadows in a faded light oh we're invisible i just wanna open your eyes and make you realize    variation i just wanna show you she don't even know you baby let me love you let me want you you just see right through me but if you only knew me we could be a beautiful miracle unbelievable instead of just invisible   she can't see the way your eyes light up when you smile,Taylor Swift,way eye light smile notice stop stare walk   pre want way want    wanna know go to love like want right know beautiful miracle unbelievable instead invisible    fire inside help shine go to light matter   pre think think    wanna know go to love like want right know beautiful miracle unbelievable instead invisible    like shadow faded light oh invisible wanna open eye realize     variation wanna know baby let love let want right know beautiful miracle unbelievable instead invisible    way eye light smile
i got a lying smile i never put out for you cause i guess i never felt like i really needed to and they say little girls have big dreams and nothing in the world was gonna come between me and you   and it was a long time coming i waited half my life just to find someone like you i spent a long time finding out love hangs around after you walk out not knowing it'd be a long time going   they say it's better to have lost than never to have loved at all and i say whoever said that didn't have too far to fall and they say little girls are so naive that wasn't how it was supposed to be with me and you   and it was a long time coming i waited half my life just to find someone like you i spend a long time finding out love hangs around after you walk out not knowing it will be a long time going   i've burned my s had sleepless nights washed my sins on the neon lights and i'm still not over you   and it was a long time coming i waited half my life just to find someone like you i spend a long time finding out love hangs around after you walk out not knowing it will be a long time going  a long time going  and it will be a long time long time going ohoh ohoh oh  it will be a long time long time going going ohoh ohoh oh,Taylor Swift,get lie smile cause guess feel like need little girl big dream world go to come    long time come wait half life find like spend long time find love hang walk know long time go    well lose love say far fall little girl naive suppose    long time come wait half life find like spend long time find love hang walk know long time go    burn s sleepless night wash sin neon light    long time come wait half life find like spend long time find love hang walk know long time go   long time go   long time long time go ohoh ohoh oh   long time long time going go ohoh ohoh oh
the man i'm so sick of running as fast as i can wondering if i'd get there quicker if i was a man and i'm so sick of them coming at me again 'cause if i was a man then i'd be the man i'd be the man i'd be the man yeah cause i'd be the man i'd be the man  love story we were both young when i first saw you i close my eyes and the flashback starts i'm standing there on a balcony in summer air see the lights see the party the ball gowns see you make your way through the crowd and say hello little did i know  that you were romeo you were throwing pebbles and my daddy said stay away from juliet and i was crying on the staircase begging you please don't go and i said  romeo take me somewhere we can be alone i'll be waiting all there's left to do is run you'll be the prince and i'll be the princess it's a love story baby just say yes  i knew you were trouble once upon a time a few mistakes ago i was in your sights you got me alone you found me you found me you found me i guess you didn't care and i guess i liked that and when i fell hard you took a step back without me without me without me  and he's long gone when he's next to me and i realize the blame is on me  'cause i knew you were trouble when you walked in so shame on me now flew me to places i'd never been 'til you put me down oh i knew you were trouble when you walked in so shame on me now flew me to places i'd never been now i'm lying on the cold hard ground oh ohoh yeah trouble trouble trouble oh ohoh yeah trouble trouble  and the saddest fear comes creeping in that you never loved me or her or anyone or anything yeah  i knew you were trouble when you walked in so shame on me now flew me to places i'd never been 'til you put me down oh i knew you were trouble when you walked in knew it right there knew it right there so shame on me now flew me to places i'd never been trouble trouble trouble  blank space nice to meet you where you been i could show you incredible things magic madness heaven sin saw you there and i thought oh my god look at that face you look like my next mistake love's a game wanna play ayy  new money suit and tie i can read you like a magazine ain't it funny rumors fly and i know you heard about me so hey let's be friends i'm dyin' to see how this one ends grab your passport and my hand i can make the bad guys good for a weekend  so it's gonna be forever or it's gonna go down in flames you can tell me when it's over mm if the high was worth the pain got a long list of exlovers they'll tell you i'm insane 'cause you know i love the players and you love the game 'cause we're young and we're reckless we'll take this way too far it'll leave you breathless hmm or with a nasty scar got a long list of exlovers they'll tell you i'm insane but i've got a blank space baby and i'll write your name  boys only want love if it's torture don't say i didn't say i didn't warn ya boys only want love if it's torture don't say i didn't say i didn't warn ya  shake it off i stay out too late got nothing in my brain that's what people say mm mm that's what people say mm mm i go on too many dates but i can't make them stay at least that's what people say mm mm that's what people say mm mm  but i keep cruisin' can't stop won't stop movin' it's like i got this music in my mind saying it's gonna be alright  'cause the players gonna play play play play play and the haters gonna hate hate hate hate hate baby i'm just gonna shake shake shake shake shake i shake it off i shake it off heartbreakers gonna break break break break break and the fakers gonna fake fake fake fake fake baby i'm just gonna shake shake shake shake shake i shake it off i shake it off  hey hey hey just think while you've been getting down and out about the liars and the dirty dirty cheats of the world you could've been getting down to this sick beat  my exman brought his new girlfriend she's like oh my god but i'm just gonna shake and to the fella over there with the hella good hair why don't you come on over baby we can shake shake shake yeah oh oh oh  'cause the players gonna play play play play play and the haters gonna hate hate hate hate hate haters gonna hate baby i'm just gonna shake shake shake shake shake i shake it off i shake it off heartbreakers gonna break break break break break and the fakers gonna fake fake fake fake fake baby i'm just gonna shake shake shake shake shake i shake it off i shake it off  i shake it off i shake it off i i i shake it off i shake it off i i i shake it off i shake it off i i i shake it off i shake it off  lover we could leave the christmas lights up 'til january this is our place we make the rules and there's a dazzling haze a mysterious way about you dear have i known you 0 seconds or 0 years  can i go where you go can we always be this close forever and ever ah ah take me out and take me home you're my my my my lover  ladies and gentlemen will you please stand with every  string scar on my hand i take this magnetic force of a man to be my lover my heart's been borrowed and yours has been blue all's well that ends well to end up with you swear to be over dramatic and true to my lover and you'll save all your dirtiest jokes for me and at every table i'll save you a seat lover  can i go where you go can we always be this close forever and ever ah take me out and take me home forever and ever you're my my my my oh you're my my my my darling you're my my my my lover,Taylor Swift,man sick run fast wonder quick       man sick   come 'cause man man man man yeah cause man man   love story young see close eye flashback start stand balcony summer air light party ball gown way crowd hello little know   romeo throw pebble daddy say stay away juliet cry staircase beg say   romeo wait leave run prince princess love story baby yes   know trouble time mistake ago sight get find find find guess care guess like fall hard take step   long go realize blame   'cause know trouble walk shame fly place til oh know trouble walk shame fly place lie cold hard ground oh ohoh yeah trouble trouble trouble oh ohoh yeah trouble trouble   sad fear comes creep love yeah   know trouble walk shame fly place til oh know trouble walk know right know right shame fly place trouble trouble trouble   blank space nice meet incredible thing magic madness heaven sin see think oh god look face look like mistake love game wanna play ayy   new money suit tie read like magazine be funny rumor fly know hear hey let friend dyin end grab passport hand bad guy good weekend   go to forever go to flame tell mm high worth pain get long list exlover tell insane 'cause know love player love game 'cause young reckless way far leave breathless hmm nasty scar get long list exlover tell insane get blank space baby write   boy want love torture warn ya boy want love torture warn ya   shake stay late get brain people mm mm people mm mm date stay people mm mm people mm mm   cruisin stop will stop movin like get music mind say go to alright   'cause player go to play play play play play hater go to hate hate hate hate hate baby go to shake shake shake shake shake shake shake heartbreaker go to break break break break break faker go to fake fake fake fake fake baby go to shake shake shake shake shake shake shake   hey hey hey think get liar dirty dirty cheat world get sick beat   exman bring new girlfriend like oh god go to shake fella hella good hair come baby shake shake shake yeah oh oh oh   'cause player go to play play play play play hater go to hate hate hate hate hate hater go to hate baby go to shake shake shake shake shake shake shake heartbreaker go to break break break break break faker go to fake fake fake fake fake baby go to shake shake shake shake shake shake shake   shake shake shake shake shake shake shake shake   lover leave christmas light til january place rule dazzling haze mysterious way dear know second year   close forever ah ah home lover   lady gentleman stand   string scar hand magnetic force man lover heart borrow blue end end swear dramatic true lover save dirty joke table save seat lover   close forever ah home forever oh darling lover
ooh ooh   school bell rings walk me home sidewalk chalk covered in snow lost my gloves you give me one wanna hang out yeah sounds like fun video games you pass me a note sleeping in tents   it's nice to have a friend ooh it's nice to have a friend ooh   light pink sky up on the roof sun sinks down no curfew 0 questions we tell the truth you've been stressed out lately yeah me too something gave you the nerve to touch my hand   it's nice to have a friend ooh it's nice to have a friend ooh      church bells ring carry me home rice on the ground looks like snow call my bluff call you babe have my back yeah every day feels like home stay in bed the whole weekend   it's nice to have a friend ooh it's nice to have a friend ooh it's nice to have a friend ooh ooh,Taylor Swift,ooh ooh    school bell ring walk home sidewalk chalk cover snow lose glove wanna hang yeah sound like fun video game pass note sleep tent    nice friend ooh nice friend ooh    light pink sky roof sun sink curfew question tell truth stress lately yeah give nerve touch hand    nice friend ooh nice friend ooh       church bell re carry home rice ground look like snow bluff babe yeah day feel like home stay bed weekend    nice friend ooh nice friend ooh nice friend ooh ooh
i can't believe you did it again walked by and took my heart with you why did you have to look so good don't you know that i'm trying to hate you trying to have a dream without you in it but how can i put out this fire when you're the one who lit it   i can't wait for the day i stop pretending that i'm really ok when i'm not i want to know how it feels to be over you for real until i do i'll keep writing songs about you   i've got a stack of papers so high and it's all about you baby keep thinking maybe i can make sense of something crazy something i can't get out of my head i write your name i write your name then i tear it all to shreds   i can't wait for the day i stop pretending that i'm really ok when i'm not i want to know how it feels to be over you for real until i do i'll keep writing songs about you   and if you ever change your mind and want me back again i hope these songs will remind me why i shouldn't let you in   i can't wait for the day i stop pretending that i'm really ok cause i'm not i want to know how it feels to be over you for real until i do   i'll just wait for the day i stop pretending that i'm really ok when i'm not i want to know how it feels to be over you for real till i do i'll keep writing songs about you,Taylor Swift,believe walk take heart look good know try hate try dream fire light    wait day stop pretend ok want know feel real write song    get stack paper high baby think maybe sense crazy head write write tear shred    wait day stop pretend ok want know feel real write song    change mind want hope song remind let    wait day stop pretend ok cause want know feel real    wait day stop pretend ok want know feel real till write song
one two   well i was riding shotgun with my hair undone in the front seat of his car he's got a onehand feel on the steering wheel the other on my heart i look around turn the radio down he says baby is something wrong i say nothing i was just thinking how we don't have a song and he says   our song is the slamming screen door sneakin' out late tapping on your window when we're on the phone and you talk real slow 'cause it's late and your mama don't know our song is the way you laugh the first date man i didn't kiss her and i should have and when i got home 'fore i said amen asking god if he could play it again   i was walking up the front porch steps after everything that day had gone all wrong and been trampled on and lost and thrown away got to the hallway well on my way to my lovin' bed i almost didn't notice all the roses and the note that said   our song is the slamming screen door sneakin' out late tapping on your window when we're on the phone and you talk real slow 'cause it's late and your mama don't know our song is the way you laugh the first date man i didn't kiss her and i should have and when i got home 'fore i said amen asking god if he could play it again da da da da   well i've heard every album listened to the radio waited for something to come along that was as good as our song   'cause our song is the slamming screen door sneakin' out late tapping on his window when we're on the phone and he talks real slow 'cause it's late and his mama don't know our song is the way he laughs the first date man i didn't kiss him and i should have and when i got home 'fore i said amen asking god if he could play it again play it again oh yeah oh oh yeah   i was riding shotgun with my hair undone in the front seat of his car i grabbed a pen and an old napkin and i wrote down our song thank you so much,Taylor Swift,   ride shotgun hair undo seat car get onehand feel steering wheel heart look turn radio say baby wrong think song say    song slamming screen door sneakin late tap window phone talk real slow 'cause late mama know song way laugh date man kiss get home fore say amen ask god play    walk porch step day go wrong trample lose throw away get hallway way lovin' bed notice rose note say    song slamming screen door sneakin late tap window phone talk real slow 'cause late mama know song way laugh date man kiss get home fore say amen ask god play da da da da    hear album listen radio wait come good song    'cause song slamming screen door sneakin late tap window phone talk real slow 'cause late mama know song way laugh date man kiss get home fore say amen ask god play play oh yeah oh oh yeah    ride shotgun hair undo seat car grab pen old napkin write song thank
lyrics for this song have yet to be released please check back once the song has been released,Taylor Swift,lyric song release check song release
the way you move is like a full on rainstorm and i'm a house of cards you're the kind of reckless that should send me running but i kinda know that i won't get far and you stood there in front of me just close enough to touch close enough to hope you couldn't see what i was thinking of   drop everything now meet me in the pouring rain kiss me on the sidewalk take away the pain 'cause i see sparks fly whenever you smile get me with those green eyes baby as the lights go down give me something that'll haunt me when you're not around 'cause i see sparks fly whenever you smile   my mind forgets to remind me you're a bad idea you touch me once and it's really something you find i'm even better than you imagined i would be i'm on my guard for the rest of the world but with you i know it's no good and i could wait patiently but i really wish you would   drop everything now meet me in the pouring rain kiss me on the sidewalk take away the pain 'cause i see sparks fly whenever you smile get me with those green eyes baby as the lights go down give me something that'll haunt me when you're not around 'cause i see sparks fly whenever you smile   i run my fingers through your hair and watch the lights go wild just keep on keeping your eyes on me it's just wrong enough to make it feel right and lead me up the staircase won't you whisper soft and slow i'm captivated by you baby like a firework show   drop everything now meet me in the pouring rain kiss me on the sidewalk take away the pain 'cause i see sparks fly whenever you smile get me with those green eyes baby as the lights go down give me something that'll haunt me when you're not around 'cause i see sparks fly whenever you smile   and the sparks fly oh baby smile and the sparks fly,Taylor Swift,way like rainstorm house card kind reckless send run kinda know will far stand close touch close hope think    drop meet pour rain kiss sidewalk away pain 'cause spark fly smile green eye baby light haunt 'cause spark fly smile    mind forget remind bad idea touch find well imagine guard rest world know good wait patiently wish    drop meet pour rain kiss sidewalk away pain 'cause spark fly smile green eye baby light haunt 'cause spark fly smile    run finger hair watch light wild keep eye wrong feel right lead staircase will whisper soft slow captivate baby like firework    drop meet pour rain kiss sidewalk away pain 'cause spark fly smile green eye baby light haunt 'cause spark fly smile    spark fly oh baby smile spark fly
here i am once again in your driveway thinking i should be leaving i should go but it's so entertaining watching you breathing you went and got to me like the stupid song on the radio that you try to forget but it sticks in your head so goodbye it's not goodnight cause i'll be seeing you in my dreamin'   boy you got me like a shot to the heart got me shakin' so bad spilled my coffee in the car caught a red light i ran right through gotta call my friends tell them all about you always looking like one of those nights when you're thinkin' 'bout kissing 'til the morning light you got me you do   in a daze pull the shades close my eyes and picture you at my window i relax i go back to all the things you said that only i know   boy you got me like a shot to the heart got me shakin' so bad spilled my coffee in the car caught a red light i ran right through gotta call my friends tell them all about you always looking like one of those nights when you're thinkin' 'bout kissing 'til the morning light you got me you do   i'm runnin' right out to my car and i pull out the drive it's only been ten minutes but i have to see you one more time   boy you got me like a shot to the heart got me shakin' so bad spilled my coffee in the car caught a red light i ran right through gotta call my friends tell them all about you always looking like one of those nights when you're thinkin' 'bout kissing 'til the morning light you got me you do,Taylor Swift,driveway think leave entertaining watch breathe go get like stupid song radio try forget stick head goodbye goodnight cause see dreamin    boy get like shot heart get shakin bad spill coffee car catch red light run right get to friend tell look like night thinkin 'bout kiss til morning light get    daze pull shade close eye picture window relax thing say know    boy get like shot heart get shakin bad spill coffee car catch red light run right get to friend tell look like night thinkin 'bout kiss til morning light get    runnin right car pull drive minute time    boy get like shot heart get shakin bad spill coffee car catch red light run right get to friend tell look like night thinkin 'bout kiss til morning light get
it wasn't just like a movie the rain didn't soak through my clothes down to my skin i'm driving away and i i guess you could say this is the last time i'll drive this way again when there's nothing to say and i try to grab at the fray cause i i still love you but i can't   bye bye to everything i thought was on my side bye bye baby i want you back but it's coming down to nothing and all you have is to walk away from the one thing i thought would never leave me yeah   the picture frame is empty it's black and white you're smiling down at me i take your photo off the dash and back to the conversation i was so sure of everything we thought we'd always have i'm lost in the sound of it but here in the now comes in seems like i'm becoming part of your past   bye bye to everything i thought was on my side bye bye baby i want you back but it's coming down to nothing and all you have is to walk away from the one thing i thought would never leave me   and there's so much that i can't touch you're all i want but it's not enough this time and i can feel you like your slipping through my hands and i'm so scared of how this ends   bye bye to everything i thought was on my side bye bye baby i want you back but it's coming down to nothing and all you have is to walk away from the one thing i thought would never leave me   bye bye to everything i thought was on my side bye bye baby i want you back but it's coming down to nothing and all you have is to walk away from the one thing i thought would never leave me yeah yeah there was one thing i knew would never leave me   it wasn't just like a movie the rain didn't soak through my clothes down to my skin,Taylor Swift,like movie rain soak clothe skin drive away guess time drive way try grab fray cause love    bye bye think bye bye baby want come walk away thing think leave yeah    picture frame black white smile photo dash conversation sure think lose sound come like past    bye bye think bye bye baby want come walk away thing think leave    touch want time feel like slip hand scared end    bye bye think bye bye baby want come walk away thing think leave    bye bye think bye bye baby want come walk away thing think leave yeah yeah thing know leave    like movie rain soak clothe skin
let go of the ones who hurt you let go of the ones you outgrow let go of the words they hurl your way as youre walking out the door the only thing cut and dry in this hedgemaze life is the fact that their words will cut but your tears will dry  they dont tell you this when you are young you cant hold on to everything cant show up for everyone you pick your poison or your cure phone numbers you know by heart and the ones you dont answer any more  hold on to the faint recognition in the eye of a stranger as it catches you in its lustrous net how quickly we become intertwined how wonderful it is to forget all the times your intuition failed you but it hasnt killed you yet hold on to childlike whims and moonlight swims and your blazing selfrespect  and if you drive the roads of this town ones youve gone down so many times before flashback to all the times life nearly ran you off the road but tonight your hand is steady suddenly youll know the trick to holding on was all that letting go,Taylor Swift,let one hurt let one outgrow let word hurl way walk door thing cut dry hedgemaze life fact word cut tear dry   not tell young not hold not pick poison cure phone number know heart one not answer   hold faint recognition eye stranger catch lustrous net quickly intertwine wonderful forget time intuition fail not kill hold childlike whim moonlight swim blaze selfrespect   drive road town one ve go time flashback time life nearly run road tonight hand steady suddenly ll know trick hold let
